Y6-11,T,MED_E,EUR,PT	9137 	8969 	8595 	8434 	8035 	7610 	7706 	7572 	7979 	7472 	7460 	7270 	6969 	6611 	6269 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,EUR,RO	2787 	2474 	2035 	2001 	1628 	1623 	1677 	1715 	1683 	1769 	1613 	1324 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,EUR,RS	2620 	2384 	2387 	2199 	2188 	2164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,EUR,SE	24647 	25092 	24988 	25834 	25180 	25131 	23643 	21993 	18248 	19603 	19207 b	18127 	17381 	16661 	16471 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,EUR,SI	13650 	13125 	12828 	12645 	12088 	12117 	12069 	11628 	11346 	11498 	10604 	9686 	9064 	8594 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,EUR,SK	: 	6673 	6176 	6027 	6010 	6158 	6536 	6118 	5834 	5501 	4601 	3796 	3168 	2648 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,EUR,TR	: 	2999 	2926 	2635 	2733 	2701 	2567 	2624 	2177 	2383 	2232 	2096 	1851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,EUR,UK	: 	18565 b	18792 	18541 	18001 	16273 	17443 b	15704 	15342 	15013 	16604 	18934 	17379 	16548 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,AT	22630 	21937 	20099 	20551 	19694 	18906 	19259 	19108 	18353 	17946 	17308 b	16441 	16208 	15842 	14938 	13909 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,BE	23875 	23479 	23445 	21412 	21959 	21728 	19931 	20139 	19319 	18806 	18346 	17689 	17821 	16555 	15471 	15909 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,BG	6550 	6386 	5329 b	6301 	5819 	5194 	5203 	5088 	5377 	5592 	4263 	2925 	2550 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,CH	41875 	42774 	40548 	42114 	41427 b	42943 	42919 	41541 	40856 	39483 	37685 	36019 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,CY	15319 	14877 	14398 	13593 	14278 	15479 	16746 	16578 	15594 	16137 	9197 b	9222 	8200 	7511 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,CZ	248570 	223971 	212365 	201623 	190464 	189680 	181898 	177935 	176693 	176681 	159231 	143840 	131026 	124182 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,DE	22720 	20444 	20371 	20287 	19301 	19187 	18773 	17857 	17930 	17547 	17239 	16777 	14718 	15018 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,DK	234641 	234458 	232017 	219197 	209273 	211629 	201218 	201755 b	188926 	190281 	185400 	174524 	166423 	166494 	158721 	155307 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EA	18247 e	: 	16930.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EA18	18342 e	: 	17027.6 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EA19	18247 e	: 	16930.9 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EE	11336 	10075 	9349 	8471 	7771 b	6615 	6252 	5637 	5860 	6209 	5492 	4529 	3419 	2835 	2577 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EL	7275 	6938 	6614 	6667 	7352 	6905 	8506 	10261 	11962 	11088 	10667 	9452 	9822 	9238 	8810 	7826 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,ES	13830 	12537 	12310 	11806 	11816 	11920 	11832 	11929 	12351 	12525 	11868 b	10230 	9637 	9096 	9197 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EU	60058 e	: 	51307.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EU27	60145 e	: 	51402.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,EU28	60058 e	: 	51307.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,FI	24769 	24195 	24042 	24140 	24287 	23684 	23145 	21901 	21597 	21101 	19865 	18381 	18438 	17605 	16434 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,FR	20190 	19854 	19428 	19806 	20047 	19407 	19131 	18131 	18129 	17839 	17601 b	15677 	15586 	14891 	14305 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,HR	49563 	44918 	40593 	37174 	37398 	36336 	37067 	38474 	40923 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,HU	1601905 	1440600 	1345809 	1294261 	1215692 	1172913 	1219414 	1110065 	1068225 	1058267 	969562 	942213 	859900 	785120 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,IE	: 	21258 	21682 	20629 	19319 	18408 	18544 	18654 	17763 	19564 	21507 	19993 	17060 	16286 	16518 	17025 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,IS	: 	: 	3774622 	3542684 	3458993 	3217931 	2904580 	2924068 	2947889 	3002420 	2681526 	2371939 	2060911 	2000879 	1878169 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,IT	14789 	14699 	13848 	13932 	14186 	14176 	13662 	14183 	13710 	13931 	14423 	13858 	13007 	12782 	11975 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,LT	6673 	5451 	5104 	4796 	15438 	14510 	13593 	11716 	13082 	16067 	13580 	10594 	8664 	7026 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,LU	37192 	33887 	30117 b	31652 	28830 	28254 	27722 	28667 	27560 	28330 	29961 	28807 	27518 	25598 	24279 	22742 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,LV	7796 	6667 	6638 	5908 	5066 	4429 	4448 	3879 	4303 	5197 	4629 	3319 	2696 	2059 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,MK	: 	132783 	117642 	118056 	107106 	104003 	104000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,MT	14026 	13490 	12682 	12232 	11178 	10149 	9955 	9575 	9436 	9112 	8916 	8169 	3278 	3142 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,NL	25055 	24026 	22884 b	20771 	19509 	19528 	19267 	18876 	18584 	18302 	17888 	16468 	15061 	14990 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,NO	357722 	342832 	344040 	336090 	330491 	303255 	299365 	278547 	269403 	262709 	245636 	226714 	220655 	205813 	202368 	199031 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,PL	27990 	25703 	22731 	22159 	21322 	20217 	18693 	18522 	17886 	16527 	14423 	12291 	11032 	9872 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,PT	9137 	8969 	8595 	8434 	8035 	7610 	7706 	7572 	7979 	7472 	7460 	7270 	6969 	6611 	6269 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,RO	12732 	11111 	9046 	8890 	7193 	7238 	7109 	7225 	7137 	6513 	5380 	4670 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,RS	317920 	293571 	288222 	258000 	247500 	244762 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,SE	237475 	237598 	233728 	235051 	217849 	218739 	213493 	209757 	193777 	188489 	177662 b	167758 	161333 	152020 	150285 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,SI	13650 	13125 	12828 	12645 	12088 	12117 	12069 	11628 	11346 	11498 	10604 	9686 	2171518 	2054740 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,SK	: 	6673 	6176 	6027 	6010 	6158 	6536 	6118 	5834 	5501 	155414 	141334 	122277 	105980 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,TR	: 	10026 	8853 	7659 	6924 	6248 	6000 	5238 	4708 	4543 	3988 	3791 	3104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,NAC,UK	: 	16275 b	15400 	14947 	14511 	13820 	14144 b	13629 	13161 	13376 	13222 	12958 	11848 	11316 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,AT	20844 	20689 	19569 	19422 	18380 	17905 	18195 	18184 	17009 	17072 	16879 b	16128 	15814 	15339 	14461 	13448 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,BE	21548 	21583 	22435 	19698 	19820 	19786 	18080 	18278 	17202 	17032 	17080 	16426 	16749 	15512 	14523 	15677 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,BG	6752 	6846 	5831 b	6655 	6069 	5359 	5300 	5205 	5363 	5815 	4783 	3333 	3016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,CH	23559 	24234 	23760 	23290 	22701 b	22475 	21333 	20332 	19657 	19354 	18348 	17012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,CY	17119 	16909 	16609 	15091 	15628 	16738 	18870 	18696 	17373 	18402 	17970 b	18255 	16001 	14498 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,CZ	13841 	12636 	12394 	11494 	10667 	10589 	9791 	9434 	9147 	9810 	9192 	8275 	7569 	7030 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,DE	21838 	19819 	20252 	19989 	18795 	19085 	18401 	17249 	16763 	16951 	16954 	16350 	14252 	14339 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,DK	22717 	22448 	23174 	21131 	20130 	20452 	19103 	19288 b	17743 	18269 	18128 	16909 	15912 	16037 	15137 	15619 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EA	17587 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EA18	17646 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EA19	17587 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EE	14514 	13423 	12834 	11202 	9951 b	8655 	8240 	7538 	7586 	8101 	7489 	6611 	5287 	4496 	4152 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EL	8514 	8232 	7979 	7803 	8304 	7461 	8998 	10861 	12598 	12178 	11883 	10615 	11130 	10546 	10258 	9760 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,ES	14959 	13688 	13809 	12790 	12641 	12560 	12204 	12353 	12639 	13176 	12784 b	11148 	10578 	10001 	10409 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EU	16001 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EU27	16053 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,EU28	16001 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,FI	20235 	19976 	20328 	19738 	19725 	19518 	18941 	17994 	17411 	17484 	16615 	14979 	14918 	14223 	12982 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,FR	18445 	18387 	18450 	18391 	18258 	17802 	17442 	16468 	16150 	16111 	16291 b	14445 	14406 	13544 	13007 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,HR	9850 	9093 	8366 	7369 	7309 	7053 	6822 	7023 	7305 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,HU	8221 	7702 	7528 	7287 	6860 	6632 	7068 	6398 	6027 	6069 	5783 	5880 	5472 	5033 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,IE	: 	16898 	17694 	16839 	15867 	15512 	15592 	15759 	14580 	15335 	16994 	16058 	13762 	13064 	13094 	13533 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,IS	: 	: 	20166 	19383 	19072 	18348 	16769 	17176 	17028 	20135 	20552 	18683 	17181 	16657 	15653 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,IT	14658 	14667 	13839 	13535 	13731 	13799 	13248 	14010 	13075 	13599 	14075 	13299 	12423 	12183 	11557 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,LT	10340 	8696 	8467 	7640 	7041 	6513 	6104 	5338 	5659 	7056 	6555 	5351 	4576 	3803 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,LU	29550 	27561 	25526 b	26281 	23748 	23782 	22479 	23436 	22675 	24113 	26110 	25873 	24660 	24848 	23516 	22276 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,LV	10712 	9308 	9656 	8202 	7127 	6119 	6098 	5497 	5633 	6923 	6970 	5511 	4769 	3870 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,MK	: 	4683 	4223 	4118 	3661 	3546 	3636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,MT	17172 	16601 	16078 	15122 	13690 	12850 	12696 	12366 	12092 	11778 	11816 	10925 	10196 	10046 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,NL	22352 	21602 	21329 b	18912 	17561 	18016 	17783 	17504 	17230 	17459 	17540 	15830 	14391 	14126 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,NO	25661 	25163 	26879 	27467 	26942 	25334 	24513 	23136 	22144 	22855 	22290 	20158 	19587 	18190 	17794 	17533 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,PL	11606 	10958 	10032 	9484 	9100 	8567 	7742 	7679 	7109 	6810 	6176 	5052 	4491 	4097 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,PT	10628 	10671 	10575 	10315 	9887 	9139 	9068 	8663 	8944 	8487 	8707 	8558 	8194 	7568 	7287 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,RO	5296 	4785 	3927 	3765 	3032 	3130 	3036 	2989 	2924 	2804 	2531 	2298 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,RS	5046 	4841 	4906 	4359 	4149 	4269 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,SE	19640 	19934 	20808 	20574 	19032 	19814 	18784 	18373 	16954 	17368 	16617 b	15302 	14600 	13724 	13336 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,SI	16297 	15710 	15868 	15486 	14543 	14530 	14208 	13509 	12905 	13889 	13444 	12634 	11823 	11309 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,SK	: 	9822 	9298 	8888 	8654 	8749 	9246 	8707 	7974 	7617 	6494 	5360 	4417 	3733 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,TR	: 	5155 	5071 	4406 	4264 	4140 	4131 	3759 	3436 	3494 	3186 	3154 	2774 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MED_E,PPS,UK	: 	15954 b	15377 	15680 	14816 	14595 	14968 b	14458 	14233 	15527 	16271 	16816 	15716 	15079 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,AT	24037 	23925 	22118 	22787 	22336 	21158 	21324 	21222 	21111 	20371 	19764 b	18570 	18043 	17093 	16551 	16007 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,BE	25091 	24152 	23875 	23095 	23628 	23608 	21743 	21123 	20571 	19953 	20033 	19218 	19011 	18322 	16528 	17163 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,BG	4589 	4201 	3390 b	4034 	3420 	3145 	2862 	3129 	3189 	3260 	2612 	1786 	1489 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,CH	46204 	49878 	47011 	41760 	42483 b	42658 	40297 	36380 	30692 	29005 	27368 	26239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,CY	17282 	16988 	16914 	16544 	16570 	17975 	18907 	18012 	17902 	18461 	17900 b	17905 	15851 	14627 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,CZ	10338 	9392 	8641 	8240 	8356 	8573 	8234 	7976 	7487 	7829 	6513 	5776 	4835 	4526 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,DE	26622 	23252 	22554 	22863 	22295 	22354 	21207 	20117 	19592 	20297 	19976 	19321 	16009 	16318 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,DK	33222 	35650 	33279 	31768 	31634 	30002 	28900 	28958 b	26047 	25526 	25456 	24501 	23228 	22505 	22318 	21252 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EA	20655 e	19631 e	19096 e	18932 e	18856 e	18824 e	18556 e	18244 e	18069 e	18229 e	18361 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EA18	20755 e	19731 	19200 	19035 	18856 	18748 	18482 	18168 	17953 	18122 	18051 	16465 	15218 	15032 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EA19	20655 e	19631 	19096 	18932 	18752 	18643 	18371 	18043 	17822 	17997 	17906 	16329 	15076 	14884 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EE	12608 	11623 	10931 	10090 	9016 b	7959 	7272 	6727 	6816 	6856 	6296 	5153 	4192 	3479 	3233 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EL	8452 	8308 	7986 	7959 	8808 	8428 	10571 	12272 	13430 	13292 	12492 	11313 	11861 	11391 	10252 	9435 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,ES	15831 	14987 	14634 	14432 	14058 	14128 	14787 	14372 	14629 	15269 	14107 b	12036 	11137 	10661 	10770 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EU	18715 e	18026 e	17466 e	17516 e	17034 e	16559 e	16532 e	16247 e	15706 e	15917 e	15909 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EU27	18809 e	18122 	17558 	17613 	17132 	16647 	16625 	16331 	15784 	15917 	15909 	14930 	13630 e	13462 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,EU28	18715 e	18026 	17466 	17516 	17034 	16559 	16531 	16247 	15706 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,FI	26754 	26532 	26102 	26100 	26322 	26048 	25129 	24106 	23912 	23047 	21394 	20519 	19910 	18909 	17588 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,FR	22463 	21992 	21959 	22637 	22487 	22280 	22090 	21815 	21240 	20360 	20995 b	17269 	17659 	17068 	15903 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,HR	7415 	6490 	6031 	5585 	5491 	5523 	5586 	5920 	6311 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,HU	5768 	5259 	4958 	4635 	4549 	4765 	4894 	4561 	4127 	4728 	4388 	3916 	4160 	3467 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,IE	: 	24588 	24427 	24499 	22690 	21361 	21128 	21776 	20749 	22646 	24725 	24772 	20694 	19359 	19312 	19018 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,IS	: 	: 	27947 	24649 	22752 	21615 	19510 	19015 	18851 	25333 	35073 	31563 	28909 	24470 	23109 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,IT	16963 	16959 	15968 	15511 	15821 	16031 	15769 	16262 	15810 	16403 	16567 	15975 	15264 	15567 	14286 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,LT	8514 	6927 	6496 	6558 	5633 	5457 	4867 	4015 	4649 	5629 	4441 	3677 	2975 	2400 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,LU	43734 	38184 	35781 b	37285 	33208 	34438 	31674 	33645 	31836 	33588 	34073 	31576 	31322 	29216 	27478 	25884 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,LV	9183 	7764 	7706 	7132 	6350 	5784 	5741 	4949 	5163 	6110 	5449 	3809 	3101 	2466 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,MK	: 	2401 	2182 	2218 	2021 	2023 	1958 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,MT	16439 	15478 	14427 	13611 	12604 	11481 	10992 	10671 	10561 	10232 	10034 	8833 	8528 	8208 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,NL	27428 	26787 	25535 b	23070 	21793 	21495 	21665 	20574 	20549 	21110 	21301 	18544 	16497 	16382 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,NO	39602 	38920 	40822 	42661 	46274 	42811 	41316 	37533 	32973 	33864 	33866 	29055 	30991 	26217 	27617 	28439 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,PL	7523 	6931 	6476 	6312 	5997 	5581 	5533 	5630 	4896 	5604 	4671 	3795 	3296 	2673 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,PT	10629 	10222 	9957 	9566 	9143 	8606 	9309 	9109 	9762 	9218 	9360 	8899 	9010 	8245 	7715 b	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,RO	3425 	2815 	2430 	2239 	2014 	1930 	1949 	2047 	2009 	2116 	1999 	1706 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,RS	2802 	2680 	2658 	2758 	2623 	2651 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,SE	25776 	26873 	25887 	26671 	26478 	26469 	24290 	22548 	19696 	20781 	20396 b	19272 	17314 	17731 	17283 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,SI	14592 	13866 	13935 	13718 	13120 	12992 	12848 	12603 	12293 	12262 	11299 	10289 	9788 	9349 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,SK	: 	6782 	6397 	6215 	6577 	6404 	6814 	6355 	6197 	5825 	4802 	4048 	3467 	2891 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,TR	: 	4518 	4305 	3824 	3881 	3890 	3726 	3688 	3048 	3352 	3182 	2997 	2614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,EUR,UK	: 	22829 b	22356 	23946 	21503 	19140 	20823 b	20389 	18949 	18213 	19978 	21865 	19884 	20055 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,NAC,AT	24037 	23925 	22118 	22787 	22336 	21158 	21324 	21222 	21111 	20371 	19764 b	18570 	18043 	17093 	16551 	16007 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,NAC,BE	25091 	24152 	23875 	23095 	23628 	23608 	21743 	21123 	20571 	19953 	20033 	19218 	19011 	18322 	16528 	17163 b	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,NAC,BG	8975 	8216 	6629 b	7891 	6688 	6151 	5597 	6120 	6236 	6376 	5108 	3492 	2913 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,NAC,CH	51365 	54377 	50203 	50721 	52301 b	51416 	49670 	50215 	46345 	46042 	44958 	41271 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,NAC,CY	17282 	16988 	16914 	16544 	16570 	17975 	18907 	18012 	17902 	18461 	10429 b	10309 	9143 	8511 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,NAC,CZ	272165 	253895 	235707 	226909 	217091 	215615 	202483 	201655 	197921 	195291 	180841 	163709 	144002 	144343 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y6-11,T,MEI_E,NAC,DE	26622 	23252 	22554 	22863 	22295 	22354 	21207 	20117 	19592 	20297 	19976 	19321 	16009 	16318 b	: 	: 	: 	: 	: 	: 	: 	: 	: 
